Transaction_ID,Amount,Hour,Merchant_Category,Distance_km,Device_Score,Daily_Transactions,Failed_Logins,International,Weekend,Account_Age_Months,Fraud
141460,9596.5,20,Restaurant,37.7,97,4,1,0,1,137,0
141461,6942.51,11,Fuel,28.5,81,5,0,0,0,105,0
141462,388.9,6,Electronics,124.2,74,4,0,1,0,92,0
141463,5064.16,10,Electronics,29.4,64,5,0,0,0,159,0
141464,4832.28,6,Shopping,179.7,73,1,0,0,1,161,0
141465,943.55,22,Grocery,84.3,65,8,0,0,0,67,0
141466,4723.03,6,Restaurant,168.7,69,5,1,0,1,49,0
141467,727.02,20,Grocery,114.8,66,8,0,0,0,65,0
141468,8574.14,1,Travel,54.2,77,1,0,0,0,59,0
141469,4873.23,0,Fuel,2.8,68,8,0,0,0,19,0
141470,9186.08,21,Grocery,168.2,87,3,1,0,0,150,0
141471,3698.01,2,Electronics,132.5,71,3,1,0,0,90,0
141472,7005.79,11,Grocery,137.3,64,8,0,0,1,128,0
141473,9692.21,23,Grocery,10.8,64,8,0,0,0,7,0
141474,5768.46,17,Grocery,195.6,73,2,1,0,0,97,0
141475,656.0,0,Travel,26.6,70,5,0,0,1,147,0
141476,5309.16,0,Travel,76.1,62,3,1,0,0,24,0
141477,9433.93,2,Travel,100.0,60,8,0,0,0,147,0
141478,5293.9,21,Electronics,41.0,86,8,0,0,1,98,0
141479,4719.04,17,Shopping,68.6,60,4,1,0,0,32,0
141480,9101.5,13,Fuel,181.7,80,7,0,0,1,106,0
141481,9052.01,0,Electronics,76.3,79,1,0,0,0,101,0
141482,6705.68,1,Electronics,170.0,88,2,1,0,0,178,0
141483,3067.44,23,Restaurant,6.7,89,6,0,0,1,179,0
141484,3498.14,4,Grocery,178.1,92,4,1,0,0,61,0
141485,3846.53,19,Travel,123.0,79,2,0,0,0,80,0
141486,7396.66,17,Grocery,28.0,95,4,0,0,0,123,0
141487,4384.82,5,Travel,14.1,97,4,1,0,0,106,0
141488,6412.24,14,Shopping,153.2,90,2,0,0,0,105,0
141489,2237.87,15,Grocery,38.0,77,3,0,0,1,156,0
141490,3818.82,23,Travel,146.9,99,4,0,1,0,136,0
141491,9778.57,5,Fuel,161.6,81,4,2,0,1,162,0
141492,5407.03,23,Grocery,101.9,69,3,1,0,1,81,0
141493,3171.48,0,Electronics,160.0,83,1,1,0,0,156,0
141494,4845.65,9,Shopping,106.2,65,5,0,0,0,104,0
141495,9843.29,5,Travel,178.6,76,6,0,0,0,21,0
141496,4246.31,12,Restaurant,175.8,87,2,0,0,1,62,0
141497,137.87,15,Grocery,23.1,99,1,0,0,0,66,0
141498,3135.91,21,Restaurant,164.2,73,4,0,0,0,30,0
141499,4439.85,10,Electronics,134.1,80,8,1,0,0,78,0
141500,8230.13,23,Grocery,8.1,87,4,0,0,0,145,0
141501,3755.08,17,Fuel,163.3,99,5,0,0,0,112,0
141502,4941.28,10,Shopping,77.0,90,2,0,0,0,82,0
141503,9881.42,1,Electronics,23.9,81,2,0,0,0,128,0
141504,2293.73,3,Fuel,97.7,72,6,0,0,0,156,0
141505,4855.14,1,Shopping,165.0,68,1,0,0,0,30,0
141506,7961.18,4,Shopping,0.8,61,6,0,0,1,140,0
141507,1005.46,23,Grocery,138.7,64,3,0,0,1,88,0
141508,7911.42,4,Fuel,73.7,62,4,0,0,1,37,0
141509,3780.49,12,Restaurant,191.5,84,5,0,0,0,178,0
141510,8209.87,21,Fuel,170.4,68,1,1,0,1,164,0
141511,8978.6,18,Travel,136.9,84,1,0,0,1,40,0
141512,4320.47,12,Shopping,105.2,99,6,1,0,0,35,0
141513,2179.59,18,Shopping,189.1,86,7,0,0,0,54,0
141514,3851.14,19,Restaurant,11.8,97,3,1,0,1,69,0
141515,4889.43,9,Travel,28.0,84,3,0,0,0,168,0
141516,9224.48,13,Shopping,92.5,80,8,0,0,1,24,0
141517,4250.6,6,Grocery,13.3,65,2,0,0,0,143,0
141518,7162.94,15,Grocery,177.2,70,7,0,0,0,11,0
141519,8101.94,16,Restaurant,182.3,93,7,0,0,0,22,0
141520,5748.82,0,Travel,156.5,87,7,1,0,1,53,0
141521,8816.53,22,Restaurant,191.8,87,2,0,0,0,146,0
141522,4776.54,20,Restaurant,135.8,83,4,0,0,0,128,0
141523,163.62,16,Travel,149.7,86,5,0,0,1,157,0
141524,4326.78,21,Restaurant,192.0,100,6,0,0,0,34,0
141525,7807.99,20,Grocery,179.0,78,8,0,0,0,87,0
141526,2056.38,21,Electronics,170.5,87,1,0,0,1,70,0
141527,584.85,8,Electronics,106.0,69,3,0,0,0,177,0
141528,7809.16,18,Grocery,157.0,73,8,0,0,0,39,0
141529,6520.53,15,Grocery,114.7,76,2,0,0,1,81,0
141530,5177.49,8,Restaurant,32.9,88,2,1,0,1,144,0
141531,5337.7,3,Shopping,128.1,92,7,0,0,1,161,0
141532,5030.22,18,Restaurant,123.5,100,2,0,0,0,59,0
141533,9539.4,6,Restaurant,193.7,72,3,0,0,1,18,0
141534,155.46,21,Restaurant,141.2,88,4,0,0,0,16,0
141535,8096.41,3,Travel,124.6,78,4,0,0,1,57,0
141536,8035.46,9,Shopping,3.0,70,2,0,1,1,133,0
141537,7355.22,12,Shopping,65.5,94,1,0,0,0,42,0
141538,4636.35,13,Travel,83.3,76,1,0,0,0,106,0
141539,5578.6,6,Shopping,44.7,78,1,0,0,0,62,0
141540,9867.06,18,Restaurant,98.9,70,8,0,1,1,68,0
141541,8410.68,19,Grocery,161.0,69,7,0,0,0,17,0
141542,9013.72,18,Shopping,106.0,84,8,0,0,0,176,0
141543,8412.16,4,Grocery,118.5,82,2,0,0,0,47,0
141544,817.41,14,Shopping,42.5,81,7,0,0,0,149,0
141545,9055.41,1,Electronics,59.0,76,1,0,0,0,23,0
141546,5399.22,19,Electronics,113.8,79,8,0,0,0,16,0
141547,5501.41,8,Fuel,69.5,85,4,0,0,0,33,0
141548,192.41,14,Fuel,142.1,99,2,0,0,0,15,0
141549,4260.79,6,Restaurant,142.1,78,4,1,0,1,76,0
141550,6287.78,5,Shopping,29.7,86,8,0,0,0,38,0
141551,3765.25,11,Travel,116.2,85,8,1,0,0,71,0
141552,1283.12,21,Restaurant,64.0,85,3,0,0,0,129,0
141553,8082.64,20,Travel,15.8,83,5,0,0,0,62,0
141554,9334.31,5,Grocery,138.6,99,4,0,0,0,136,0
141555,9467.02,17,Restaurant,97.9,89,1,0,0,0,16,0
141556,155.59,8,Shopping,120.3,86,5,0,0,1,100,0
141557,5591.03,16,Electronics,65.8,92,8,0,0,0,163,0
141558,9729.6,18,Shopping,94.7,88,7,0,0,0,93,0
141559,85.13,9,Fuel,115.7,61,2,2,0,0,132,0
141560,2964.19,20,Fuel,164.0,65,8,2,0,1,175,0
141561,22.75,16,Travel,22.6,74,5,0,0,0,15,0
141562,2130.73,23,Grocery,185.3,99,3,0,0,0,137,0
141563,4338.46,18,Travel,102.9,74,4,0,0,0,34,0
141564,6629.34,8,Shopping,131.3,60,8,1,0,0,163,0
141565,8187.17,2,Restaurant,97.7,95,3,0,0,1,13,0
141566,5722.11,17,Shopping,35.5,66,6,0,0,1,59,0
141567,4482.11,17,Travel,133.0,88,4,1,0,0,177,0
141568,338.52,0,Restaurant,153.8,89,5,0,0,0,8,0
141569,4623.53,22,Shopping,157.1,73,5,0,0,0,24,0
141570,7372.27,11,Travel,42.2,73,4,0,0,0,91,0
141571,9354.51,1,Travel,11.1,72,7,0,0,1,130,0
141572,6166.33,5,Fuel,51.1,73,7,0,0,0,62,0
141573,7392.74,10,Fuel,74.2,83,8,0,0,0,51,0
141574,2880.14,23,Fuel,98.4,85,7,0,1,0,34,0
141575,8939.15,1,Restaurant,3.5,86,4,1,0,0,42,0
141576,6069.66,4,Restaurant,37.3,93,6,0,0,0,96,0
141577,4725.53,2,Shopping,181.0,85,4,1,0,0,36,0
141578,3732.6,15,Fuel,145.1,87,2,0,0,1,90,0
141579,2198.53,1,Shopping,1.8,90,8,0,0,1,52,0
141580,4039.69,9,Electronics,128.2,92,3,0,0,1,125,0
141581,3666.18,10,Fuel,180.2,95,6,0,0,0,127,0
141582,6715.81,1,Electronics,130.7,73,4,0,0,1,120,0
141583,8271.82,12,Restaurant,16.4,84,4,0,0,0,167,0
141584,7056.78,10,Electronics,29.3,93,2,0,0,0,75,0
141585,6431.6,16,Fuel,74.6,100,2,0,0,0,10,0
141586,2938.4,5,Fuel,118.3,66,2,1,0,0,152,0
141587,2113.39,23,Electronics,37.3,66,7,1,0,0,27,0
141588,6285.51,23,Shopping,55.2,68,2,0,0,1,68,0
141589,9828.87,12,Restaurant,81.1,96,8,0,0,0,112,0
141590,8530.7,20,Travel,160.7,87,4,0,0,0,37,0
141591,8472.6,20,Restaurant,139.4,92,7,1,0,0,34,0
141592,347.65,2,Travel,198.5,62,1,0,0,0,26,0
141593,2390.91,19,Shopping,192.6,63,3,0,0,1,94,0
141594,1425.89,3,Shopping,76.9,73,6,0,0,0,169,0
141595,3610.92,11,Travel,22.6,76,3,0,0,0,21,0
141596,3110.64,9,Grocery,92.6,65,1,0,0,1,149,0
141597,13.1,11,Electronics,56.6,62,5,0,0,0,91,0
141598,6873.8,9,Shopping,131.5,68,2,0,0,1,60,0
141599,196.34,12,Fuel,153.8,65,4,1,0,0,13,0
141600,9296.21,11,Electronics,17.4,85,3,0,0,0,44,0
141601,9195.78,23,Travel,2.9,64,4,0,0,0,7,0
141602,8873.19,9,Shopping,58.6,90,2,0,0,1,67,0
141603,3184.93,18,Fuel,9.8,79,2,1,0,0,159,0
141604,5608.52,1,Fuel,138.7,98,6,1,0,0,113,0
141605,9174.08,9,Restaurant,12.8,94,1,0,0,0,35,0
141606,2325.54,5,Travel,0.4,71,6,1,0,0,52,0
141607,1717.2,18,Shopping,50.0,99,4,0,0,1,122,0
141608,5442.73,5,Shopping,114.7,73,6,0,0,0,63,0
141609,7529.68,1,Shopping,191.8,77,4,0,0,0,137,0
141610,503.74,15,Electronics,145.9,86,7,0,0,0,47,0
141611,4106.47,1,Fuel,144.5,75,3,0,0,1,30,0
141612,2583.69,22,Grocery,132.3,82,2,0,0,0,65,0
141613,3879.65,9,Fuel,31.5,80,6,0,0,0,139,0
141614,9190.94,0,Restaurant,158.8,73,4,0,0,0,67,0
141615,925.18,11,Grocery,85.9,74,8,1,0,0,69,0
141616,3563.87,5,Electronics,142.2,87,5,0,0,1,105,0
141617,3078.74,9,Travel,71.5,92,8,1,0,1,34,0
141618,656.65,2,Shopping,136.7,66,3,0,0,0,147,0
141619,7980.78,21,Shopping,58.5,100,2,1,0,0,136,0
141620,4719.9,14,Restaurant,97.0,63,3,0,0,0,48,0
141621,1614.49,10,Grocery,17.4,72,4,0,0,0,7,0
141622,523.89,19,Travel,162.9,64,6,1,0,0,9,0
141623,911.54,7,Restaurant,30.5,75,2,0,0,0,37,0
141624,5559.73,12,Fuel,160.3,85,8,0,0,0,25,0
141625,5358.52,11,Restaurant,90.5,100,3,1,0,1,10,0
141626,7961.08,12,Grocery,1.8,67,5,0,0,0,139,0
141627,2107.41,20,Electronics,183.0,76,3,0,0,0,149,0
141628,6810.94,23,Travel,11.2,92,5,0,0,0,11,0
141629,3299.93,6,Shopping,90.2,62,7,0,0,1,155,0
141630,6825.06,3,Grocery,137.8,85,1,0,0,0,10,0
141631,7357.03,13,Shopping,81.3,75,7,0,0,1,60,0
141632,1058.17,3,Restaurant,134.9,72,7,0,0,0,126,0
141633,3824.35,0,Grocery,157.6,70,6,0,0,0,144,0
141634,8952.92,7,Shopping,75.0,97,8,0,0,0,102,0
141635,6368.39,2,Electronics,59.1,81,5,0,0,0,26,0
141636,2506.4,19,Grocery,165.3,75,6,0,0,0,23,0
141637,4336.93,1,Electronics,42.1,64,2,0,0,1,115,0
141638,358.32,6,Electronics,133.0,77,8,0,0,1,62,0
141639,7518.25,20,Grocery,4.8,83,5,0,0,0,28,0
141640,2425.04,19,Travel,195.9,88,2,0,0,0,110,0
141641,1259.85,23,Grocery,189.2,77,7,0,0,0,138,0
141642,8452.22,6,Restaurant,18.7,96,3,0,0,0,119,0
141643,4957.21,13,Travel,72.7,72,7,1,0,1,113,0
141644,8078.09,5,Shopping,84.6,72,7,0,0,0,7,0
141645,3804.67,1,Travel,161.2,77,8,0,0,0,72,0
141646,7201.65,21,Fuel,18.5,84,7,0,0,0,39,0
141647,4110.15,7,Electronics,178.1,87,2,0,0,0,165,0
141648,1768.54,14,Fuel,170.7,95,1,0,0,0,107,0
141649,650.34,1,Shopping,147.7,77,1,0,0,0,107,0
141650,9948.32,14,Travel,68.3,90,6,0,0,0,135,0
141651,923.68,4,Restaurant,162.2,62,6,0,0,1,122,0
141652,9211.89,9,Travel,97.6,85,1,0,0,0,65,0
141653,452.76,2,Grocery,100.3,89,8,2,0,0,167,0
141654,5716.04,21,Fuel,186.2,92,5,0,0,0,172,0
141655,8446.12,15,Shopping,196.7,83,8,0,0,0,94,0
141656,2015.46,14,Electronics,103.6,66,7,0,0,0,92,0
141657,6161.24,17,Electronics,78.1,79,7,1,0,0,81,0
141658,2716.54,16,Shopping,128.4,97,7,0,0,0,180,0
141659,174.37,10,Shopping,167.4,85,6,1,0,0,74,0
141660,7608.82,17,Travel,37.2,81,2,2,0,0,26,0
141661,4268.98,16,Fuel,85.3,92,1,0,0,1,116,0
141662,3229.1,12,Grocery,173.9,69,5,0,0,1,166,0
141663,2078.75,18,Travel,129.3,75,8,1,0,0,6,0
141664,3125.62,7,Travel,97.6,79,1,0,0,0,34,0
141665,5626.46,1,Travel,125.9,91,2,0,0,0,14,0
141666,8307.06,16,Electronics,128.5,90,8,0,1,0,160,0
141667,1392.82,2,Restaurant,51.0,68,4,0,0,0,174,0
141668,9272.71,4,Fuel,16.9,83,8,0,0,0,62,0
141669,889.72,3,Restaurant,31.7,84,5,0,0,1,21,0
141670,6010.72,5,Restaurant,161.9,74,2,0,0,1,136,0
141671,9454.85,10,Restaurant,114.6,64,7,0,0,0,105,0
141672,6482.66,23,Restaurant,188.5,91,5,0,0,0,91,0
141673,6613.39,9,Travel,6.4,85,4,0,0,0,122,0
141674,9478.74,23,Travel,16.5,72,5,1,0,1,172,0
141675,9504.48,17,Fuel,171.9,74,1,0,0,0,111,0
141676,1484.18,9,Grocery,107.9,80,1,0,0,1,13,0
141677,7308.0,19,Electronics,85.1,83,4,0,0,0,152,0
141678,6485.67,18,Fuel,82.9,75,2,1,0,0,125,0
141679,2987.66,10,Grocery,155.1,92,4,0,0,1,57,0
141680,5703.07,20,Restaurant,104.4,77,3,0,0,0,160,0
141681,1823.92,21,Fuel,100.3,67,2,0,0,1,141,0
141682,4461.78,10,Electronics,6.2,71,6,0,0,0,135,0
141683,8713.52,1,Electronics,72.4,69,2,0,0,1,91,0
141684,8133.46,9,Electronics,38.1,92,8,0,0,0,135,0
141685,4966.47,4,Grocery,83.5,60,7,0,0,0,172,0
141686,6694.66,20,Fuel,143.4,99,3,0,0,0,168,0
141687,7539.65,11,Restaurant,14.2,86,1,0,0,0,74,0
141688,5111.31,16,Travel,181.4,60,6,1,0,1,134,0
141689,6699.12,20,Shopping,34.8,92,2,0,0,0,6,0
141690,8762.7,16,Travel,53.8,84,5,0,0,1,19,0
141691,9820.96,18,Electronics,102.6,85,7,0,0,0,15,0
141692,8844.18,20,Travel,162.1,77,1,0,0,1,91,0
141693,1813.33,1,Restaurant,155.2,62,3,0,0,0,41,0
141694,8678.88,15,Fuel,71.1,72,6,0,0,0,28,0
141695,8431.69,8,Travel,4.3,95,3,0,0,0,43,0
141696,1853.85,18,Electronics,78.2,70,1,0,0,0,94,0
141697,1078.3,13,Travel,78.4,90,4,0,0,1,170,0
141698,1045.51,12,Grocery,166.1,83,1,0,0,0,117,0
141699,5187.38,19,Restaurant,67.1,85,5,0,0,0,172,0
141700,7279.07,21,Fuel,28.1,64,7,0,0,0,9,0
141701,4088.64,4,Grocery,72.4,69,6,0,0,1,19,0
141702,7622.0,4,Fuel,168.5,70,1,1,0,0,74,0
141703,4243.25,6,Grocery,74.2,93,7,1,0,0,151,0
141704,2375.3,14,Restaurant,129.6,86,8,0,0,0,10,0
141705,6023.02,17,Grocery,39.2,90,4,0,0,0,143,0
141706,6104.74,15,Fuel,135.4,70,3,0,0,0,32,0
141707,1267.15,15,Travel,68.7,75,5,0,0,0,7,0
141708,7184.05,16,Restaurant,192.7,81,5,0,0,0,106,0
141709,1617.96,9,Travel,149.9,92,7,1,0,0,66,0
141710,2925.45,4,Shopping,64.2,97,7,0,0,0,166,0
141711,7660.89,23,Grocery,91.8,71,2,0,0,0,171,0
141712,6648.56,22,Restaurant,83.9,82,3,0,0,0,157,0
141713,9159.46,10,Grocery,14.0,100,4,0,0,0,138,0
141714,3611.04,5,Restaurant,181.7,81,1,0,0,1,131,0
141715,2035.85,17,Grocery,155.3,60,8,0,0,1,178,0
141716,1247.09,19,Grocery,97.4,62,3,0,0,0,109,0
141717,8674.41,16,Grocery,23.4,71,3,1,0,0,150,0
141718,4466.9,4,Travel,125.0,95,4,0,0,0,158,0
141719,3131.34,12,Grocery,180.2,62,4,0,1,0,174,0
141720,4926.72,10,Travel,129.9,97,6,0,0,0,106,0
141721,464.16,14,Grocery,57.3,97,6,2,0,0,116,0
141722,2582.17,9,Shopping,157.8,71,8,0,0,1,176,0
141723,101.9,18,Shopping,65.7,87,7,0,1,0,111,0
141724,4247.15,7,Grocery,5.3,80,1,0,0,0,166,0
141725,6062.6,3,Shopping,12.3,69,2,0,0,0,105,0
141726,5670.98,2,Grocery,44.9,82,2,0,0,0,93,0
141727,8432.53,20,Grocery,95.1,66,6,0,0,0,176,0
141728,1989.09,14,Shopping,86.2,95,8,1,0,0,107,0
141729,682.4,13,Restaurant,133.5,81,2,0,0,0,134,0
141730,437.87,20,Electronics,138.1,100,7,0,0,1,85,0
141731,6764.54,16,Electronics,33.4,77,3,0,0,1,12,0
141732,1967.26,10,Grocery,15.7,98,5,0,0,0,22,0
141733,3698.25,16,Fuel,31.8,100,3,0,0,0,84,0
141734,760.82,7,Shopping,21.8,72,2,1,0,0,38,0
141735,4581.03,12,Grocery,71.1,60,8,0,0,0,147,0
141736,9840.27,22,Restaurant,160.2,68,8,0,0,0,57,0
141737,5282.45,4,Travel,90.5,69,5,0,0,1,143,0
141738,2194.38,13,Shopping,152.3,99,6,0,0,0,122,0
141739,4557.38,20,Grocery,79.8,86,5,0,0,1,149,0
141740,7040.91,8,Grocery,108.8,63,5,0,0,1,121,0
141741,567.27,8,Shopping,17.0,65,4,0,0,1,40,0
141742,9102.76,4,Travel,19.7,92,2,1,0,1,103,0
141743,8738.08,15,Shopping,109.6,100,5,0,0,1,52,0
141744,1599.2,3,Restaurant,44.9,71,7,1,0,1,152,0
141745,6810.76,15,Travel,173.2,64,7,2,0,0,18,0
141746,2282.42,22,Restaurant,62.1,90,3,0,0,0,64,0
141747,4659.36,15,Fuel,98.5,67,7,1,0,0,75,0
141748,4428.99,6,Travel,185.8,73,4,0,0,0,8,0
141749,7485.32,12,Fuel,122.1,80,5,0,0,0,78,0
141750,4140.93,6,Travel,65.7,92,6,2,0,1,73,0
141751,6171.33,21,Travel,97.8,65,5,0,0,0,123,0
141752,58.12,12,Shopping,121.2,73,3,0,0,0,165,0
141753,1224.14,14,Electronics,195.5,100,1,0,1,1,151,0
141754,1685.29,16,Travel,14.0,73,7,0,0,0,174,0
141755,8731.69,10,Fuel,104.2,76,1,0,0,0,151,0
141756,7401.54,19,Fuel,37.6,86,5,0,0,0,27,0
141757,9322.68,14,Fuel,139.7,80,5,0,0,1,89,0
141758,7425.82,8,Restaurant,96.0,75,7,1,0,0,82,0
141759,5407.69,17,Shopping,186.6,90,8,0,0,0,55,0
141760,9022.44,15,Restaurant,61.8,88,8,0,0,0,158,0
141761,3239.19,9,Grocery,112.1,68,7,0,0,0,111,0
141762,2725.55,4,Restaurant,99.6,86,4,0,0,0,123,0
141763,6206.17,22,Shopping,132.3,69,3,1,0,0,7,0
141764,4763.08,5,Restaurant,39.6,84,1,0,0,1,119,0
141765,4960.81,18,Electronics,122.9,98,3,0,0,1,85,0
141766,8156.39,12,Fuel,112.3,63,5,0,0,0,143,0
141767,5808.86,5,Grocery,39.4,97,7,0,0,0,38,0
141768,8659.91,17,Grocery,154.9,95,1,0,0,0,103,0
141769,7082.62,18,Shopping,173.7,73,4,0,0,1,174,0
141770,2367.06,12,Electronics,86.7,65,4,0,0,1,79,0
141771,5946.13,15,Grocery,148.6,69,3,0,0,0,75,0
141772,4317.25,3,Restaurant,10.0,78,7,1,0,0,155,0
141773,9292.51,22,Electronics,109.5,92,8,1,0,1,69,0
141774,8604.94,6,Grocery,11.6,83,5,0,1,0,32,0
141775,7177.04,12,Restaurant,188.2,97,3,0,0,0,31,0
141776,4764.6,9,Shopping,4.7,62,3,1,0,1,91,0
141777,2512.54,12,Grocery,199.8,76,3,2,0,0,71,0
141778,7572.21,23,Restaurant,181.0,99,7,0,0,0,168,0
141779,3204.56,12,Electronics,86.1,95,1,0,0,0,30,0
141780,9064.6,19,Travel,124.1,82,3,1,0,0,153,0
141781,2916.76,5,Shopping,32.9,98,7,0,0,0,156,0
141782,2168.5,17,Electronics,153.6,95,5,0,0,0,37,0
141783,1553.54,11,Grocery,192.6,76,3,0,0,0,108,0
141784,4324.36,16,Travel,181.6,81,2,0,0,0,35,0
141785,6532.42,9,Restaurant,173.2,82,5,0,0,0,28,0
141786,5349.92,9,Travel,115.9,62,4,0,0,0,23,0
141787,8685.02,18,Travel,34.4,99,1,0,1,0,151,0
141788,1690.53,3,Electronics,145.5,99,3,0,0,1,24,0
141789,366.08,11,Electronics,195.8,71,3,1,0,1,157,0
141790,6688.19,8,Fuel,104.4,96,5,2,0,1,96,0
141791,8524.84,23,Electronics,61.4,61,2,0,0,0,59,0
141792,6782.51,6,Grocery,199.4,74,6,1,0,1,91,0
141793,892.66,16,Travel,50.9,95,6,1,0,0,52,0
141794,8406.3,17,Shopping,41.8,64,5,0,0,0,98,0
141795,2311.91,22,Travel,24.6,81,1,0,0,0,105,0
141796,4666.27,9,Grocery,58.2,60,3,0,0,0,163,0
141797,4629.37,10,Grocery,89.0,87,4,0,1,0,178,0
141798,1883.87,19,Fuel,198.8,62,8,0,0,0,23,0
141799,6474.52,13,Fuel,174.7,67,6,0,0,0,104,0
141800,7351.52,11,Grocery,25.0,66,8,1,0,1,28,0
141801,8665.69,2,Electronics,77.4,75,5,1,0,1,120,0
141802,5291.68,14,Restaurant,152.5,81,4,0,0,0,13,0
141803,1426.2,3,Electronics,149.9,94,1,0,0,0,51,0
141804,8263.6,19,Electronics,31.4,85,1,0,0,0,162,0
141805,5609.68,17,Fuel,105.2,68,7,1,0,0,54,0
141806,9265.09,7,Electronics,32.6,62,4,0,0,0,27,0
141807,7735.94,6,Shopping,98.6,65,1,0,0,0,50,0
141808,7731.26,9,Electronics,57.2,67,3,0,0,0,33,0
141809,7331.98,21,Travel,114.3,100,7,0,0,0,66,0
141810,3338.31,11,Electronics,139.4,88,6,0,0,0,100,0
141811,9384.92,7,Electronics,169.3,75,7,1,0,0,53,0
141812,6975.02,22,Restaurant,127.1,78,3,0,0,0,173,0
141813,6179.59,13,Shopping,117.6,100,8,0,0,1,86,0
141814,1738.0,12,Shopping,17.2,66,5,0,0,0,139,0
141815,3744.78,3,Grocery,36.7,90,8,0,0,0,163,0
141816,2102.06,23,Travel,57.3,88,6,0,0,0,139,0
141817,4082.0,2,Travel,46.8,76,5,2,0,0,120,0
141818,7662.45,10,Shopping,47.3,95,2,0,0,1,109,0
141819,3209.93,0,Fuel,97.5,77,4,0,0,1,164,0
141820,1043.78,1,Shopping,177.1,79,1,0,0,1,75,0
141821,825.76,17,Electronics,1.5,70,6,2,0,0,89,0
141822,1321.46,23,Fuel,29.3,99,6,0,0,0,162,0
141823,61.02,20,Grocery,172.3,78,3,0,0,1,162,0
141824,5035.41,20,Restaurant,15.4,71,6,0,0,0,71,0
141825,5937.21,16,Travel,52.1,82,8,0,0,0,36,0
141826,6060.03,17,Travel,151.9,81,5,0,0,0,144,0
141827,6561.22,21,Grocery,92.7,77,5,0,0,1,144,0
141828,406.5,9,Restaurant,79.6,67,3,0,0,0,68,0
141829,98.91,13,Restaurant,25.3,79,2,0,0,0,65,0
141830,3804.67,0,Shopping,51.4,80,4,0,0,1,150,0
141831,1287.63,17,Restaurant,107.2,82,1,0,0,1,147,0
141832,9048.51,9,Shopping,162.8,84,1,0,0,0,162,0
141833,5560.42,16,Grocery,199.8,78,6,1,0,1,46,0
141834,2682.27,14,Travel,190.0,64,6,0,0,0,125,0
141835,9954.16,6,Electronics,11.4,66,3,0,0,0,33,0
141836,8557.72,15,Electronics,36.2,69,5,1,0,1,96,0
141837,8687.08,11,Grocery,197.4,99,3,0,0,0,164,0
141838,5940.14,8,Restaurant,31.2,72,7,0,0,0,144,0
141839,2172.06,6,Travel,199.3,95,3,1,0,0,157,0
141840,2210.43,4,Fuel,45.5,96,2,0,0,1,18,0
141841,9776.69,10,Travel,89.1,93,4,0,0,1,119,0
141842,1749.01,14,Travel,68.7,91,1,0,0,1,21,0
141843,1043.63,15,Shopping,74.9,70,4,0,0,0,146,0
141844,164.72,5,Fuel,170.6,75,5,0,0,0,93,0
141845,5297.11,1,Restaurant,172.4,74,4,1,0,0,81,0
141846,3798.64,16,Travel,177.1,65,2,1,0,1,10,0
141847,639.91,10,Shopping,143.4,89,5,0,0,0,114,0
141848,6212.46,16,Shopping,2.6,71,6,0,0,0,73,0
141849,6909.89,20,Electronics,44.6,88,6,0,0,0,155,0
141850,1220.46,13,Grocery,67.4,68,6,0,0,0,104,0
141851,3688.63,5,Fuel,81.1,92,2,0,0,1,60,0
141852,5956.2,16,Electronics,171.0,93,7,2,0,1,173,0
141853,7607.82,16,Fuel,89.5,84,6,0,0,0,21,0
141854,5930.8,5,Shopping,155.9,71,3,0,0,0,12,0
141855,6823.17,16,Travel,165.6,85,8,0,0,1,47,0
141856,5885.48,9,Shopping,156.8,90,7,0,0,1,109,0
141857,7989.91,6,Travel,170.1,89,6,0,0,0,62,0
141858,1873.84,11,Fuel,12.8,82,5,0,0,0,29,0
141859,6785.26,0,Shopping,128.1,90,7,0,0,0,160,0
141860,1099.92,23,Fuel,12.8,91,2,0,0,0,148,0
141861,6354.86,4,Shopping,118.5,83,2,0,0,0,28,0
141862,7188.18,22,Electronics,144.5,80,6,0,0,0,108,0
141863,7809.13,13,Fuel,122.6,97,6,0,0,0,161,0
141864,7700.66,8,Restaurant,62.9,92,2,0,0,0,120,0
141865,8005.97,19,Grocery,179.6,93,1,0,0,1,70,0
141866,3053.02,9,Fuel,107.2,67,1,0,1,0,166,0
141867,7757.08,18,Grocery,68.3,96,2,0,0,0,106,0
141868,5838.61,21,Travel,8.4,92,7,0,0,0,127,0
141869,4466.72,16,Grocery,140.8,85,6,0,0,1,39,0
141870,3587.02,6,Shopping,135.3,90,2,0,0,1,41,0
141871,5803.74,4,Electronics,155.6,60,7,0,0,0,117,0
141872,873.16,10,Grocery,51.4,82,3,0,0,1,70,0
141873,891.79,16,Travel,197.0,81,6,1,0,0,73,0
141874,9202.93,4,Restaurant,187.6,97,7,0,0,0,35,0
141875,9171.49,16,Travel,46.7,97,2,0,0,0,83,0
141876,6691.41,17,Fuel,97.4,77,8,1,1,0,54,0
141877,3611.27,0,Grocery,85.9,97,6,0,0,0,7,0
141878,6245.67,7,Fuel,30.6,94,5,0,0,1,72,0
141879,6380.97,0,Restaurant,22.5,90,8,2,0,0,29,0
141880,1214.79,13,Restaurant,2.2,65,5,0,0,1,96,0
141881,4472.2,8,Shopping,149.9,80,4,0,0,0,128,0
141882,3562.94,17,Electronics,137.5,95,7,2,0,1,60,0
